ORI,year,City,total_pop,crime_type_rate,incidents_per_100k_population,incidents_for_total_population
NY03030,1999,New York City,7429263,violent_per_100k,1062.622,78945
NJNPD00,1999,"Newark, N.J.",268348,violent_per_100k,1813.69,4867
CA00109,1999,"Oakland, Calif.",371234,violent_per_100k,1549.966,5754
OK05506,1999,Oklahoma City,473772,violent_per_100k,859.274,4071
NB02802,1999,"Omaha, Neb.",372364,violent_per_100k,1238.842,4613
FL04804,1999,"Orlando, Fla.",183547,violent_per_100k,2136.782,3922
PAPEP00,1999,Philadelphia,1435382,violent_per_100k,1604.521,23031
AZ00723,1999,Phoenix,1225881,violent_per_100k,831.973,10199
PAPPD00,1999,Pittsburgh,347072,violent_per_100k,877.628,3046
OR02602,1999,"Portland, Ore.",508984,violent_per_100k,1236.581,6294
NC09201,1999,"Raleigh, N.C.",263008,violent_per_100k,772.22,2031
CA03404,1999,"Sacramento, Calif.",410089,violent_per_100k,752.032,3084
UT01803,1999,Salt Lake City,177010,violent_per_100k,710.694,1258
TXSPD00,1999,San Antonio,1130173,violent_per_100k,560.976,6340
CA03711,1999,San Diego,1238549,violent_per_100k,598.361,7411
CA03801,1999,San Francisco,756700,violent_per_100k,866.261,6555
CA04313,1999,San Jose,875840,violent_per_100k,580.928,5088
WASPD00,1999,Seattle,542954,violent_per_100k,767.284,4166
MOSPD00,1999,"St. Louis, Mo.",340836,violent_per_100k,2233.039,7611
FL02902,1999,"Tampa, Fla.",292941,violent_per_100k,2254.038,6603
AZ01003,1999,"Tucson, Ariz.",471286,violent_per_100k,913.882,4307
OK07205,1999,"Tulsa, Okla.",382673,violent_per_100k,1162.089,4447
VA12800,1999,"Virginia Beach, Va.",437660,violent_per_100k,238.541,1044
DCMPD00,1999,"Washington, D.C.",519e3,violent_per_100k,1627.746,8448
KS08703,1999,"Wichita, Kan.",332286,violent_per_100k,579.922,1927
NM00101,2000,"Albuquerque, N.M.",448607,violent_per_100k,1144.877,5136
TX22001,2000,"Arlington, Texas",332969,violent_per_100k,647.808,2157
GAAPD00,2000,Atlanta,416474,violent_per_100k,2781.206,11583
CO00101,2000,"Aurora, Colo.",276393,violent_per_100k,547.409,1513
TX22701,2000,"Austin, Texas",656562,violent_per_100k,471.852,3098
MDBPD00,2000,Baltimore,651154,violent_per_100k,2457.637,16003
MA01301,2000,Boston,589141,violent_per_100k,1242.826,7322
NY01401,2000,"Buffalo, N.Y.",292648,violent_per_100k,1249.624,3657
NC06001,2000,"Charlotte-Mecklenburg, N.C.",625810,violent_per_100k,1201.003,7516
ILCPD00,2000,Chicago,2896016,violent_per_100k,1675.474,48522
OHCIP00,2000,Cincinnati,331285,violent_per_100k,840.062,2783
OHCLP00,2000,Cleveland,478403,violent_per_100k,1262.743,6041
OHCOP00,2000,"Columbus, Ohio",711470,violent_per_100k,843.043,5998
TXDPD00,2000,Dallas,1188580,violent_per_100k,1349.678,16042
CODPD00,2000,Denver,554636,violent_per_100k,520.161,2885
MI82349,2000,Detroit,951270,violent_per_100k,2324.471,22112
TX07102,2000,"El Paso, Texas",563662,violent_per_100k,779.9,4396
TX22012,2000,"Fort Worth, Texas",534694,violent_per_100k,713.679,3816
CA01005,2000,"Fresno, Calif.",427652,violent_per_100k,898.628,3843
HI00200,2000,Honolulu,876303,violent_per_100k,262.695,2302
TXHPD00,2000,Houston,1953631,violent_per_100k,1100.054,21491
INIPD00,2000,Indianapolis,793778,violent_per_100k,862.08,6843
FL01602,2000,"Jacksonville, Fla.",735617,violent_per_100k,1115.662,8207
MOKPD00,2000,"Kansas City, Mo.",441545,violent_per_100k,1626.335,7181
NV00201,2000,Las Vegas,1060541,violent_per_100k,598.657,6349
CA01941,2000,"Long Beach, Calif.",461522,violent_per_100k,696.825,3216
CA01942,2000,Los Angeles,3694820,violent_per_100k,1359.769,50241
TNMPD00,2000,"Memphis, Tenn.",650100,violent_per_100k,1479.157,9616
AZ00717,2000,"Mesa, Ariz.",396375,violent_per_100k,603.721,2393
FL01306,2000,Miami,362470,violent_per_100k,2173.145,7877
WIMPD00,2000,Milwaukee,596974,violent_per_100k,956.658,5711
MN02711,2000,Minneapolis,382618,violent_per_100k,1151.017,4404
TN01901,2000,"Nashville, Tenn.",553168,violent_per_100k,1623.015,8978
LANPD00,2000,New Orleans,484674,violent_per_100k,1063.602,5155
NY03030,2000,New York City,8008278,violent_per_100k,945.172,75692
NJNPD00,2000,"Newark, N.J.",273546,violent_per_100k,1495.909,4092
CA00109,2000,"Oakland, Calif.",399484,violent_per_100k,1261.127,5038
OK05506,2000,Oklahoma City,506132,violent_per_100k,780.626,3951
NB02802,2000,"Omaha, Neb.",390007,violent_per_100k,811.267,3164
FL04804,2000,"Orlando, Fla.",185951,violent_per_100k,2111.309,3926
PAPEP00,2000,Philadelphia,1517550,violent_per_100k,1503.212,22812
AZ00723,2000,Phoenix,1321045,violent_per_100k,738.355,9754
PAPPD00,2000,Pittsburgh,341247,violent_per_100k,957.371,3267
OR02602,2000,"Portland, Ore.",529121,violent_per_100k,1076.88,5698
NC09201,2000,"Raleigh, N.C.",276093,violent_per_100k,742.141,2049
CA03404,2000,"Sacramento, Calif.",407018,violent_per_100k,765.814,3117
UT01803,2000,Salt Lake City,181743,violent_per_100k,715.846,1301
TXSPD00,2000,San Antonio,1144646,violent_per_100k,690.869,7908
CA03711,2000,San Diego,1223400,violent_per_100k,585.254,7160
CA03801,2000,San Francisco,776733,violent_per_100k,836.71,6499
CA04313,2000,San Jose,894943,violent_per_100k,550.65,4928
WASPD00,2000,Seattle,563374,violent_per_100k,769.116,4333
MOSPD00,2000,"St. Louis, Mo.",348189,violent_per_100k,2279.222,7936
FL02902,2000,"Tampa, Fla.",303447,violent_per_100k,2102.838,6381
AZ01003,2000,"Tucson, Ariz.",486699,violent_per_100k,933.226,4542
OK07205,2000,"Tulsa, Okla.",393049,violent_per_100k,1122.252,4411
VA12800,2000,"Virginia Beach, Va.",425257,violent_per_100k,221.748,943
DCMPD00,2000,"Washington, D.C.",572059,violent_per_100k,1507.187,8622
KS08703,2000,"Wichita, Kan.",344284,violent_per_100k,604.443,2081
NM00101,2001,"Albuquerque, N.M.",451098,violent_per_100k,1165.822,5259
TX22001,2001,"Arlington, Texas",340525,violent_per_100k,625.211,2129
GAAPD00,2001,Atlanta,426511,violent_per_100k,2533.815,10807
CO00101,2001,"Aurora, Colo.",283876,violent_per_100k,567.501,1611
TX22701,2001,"Austin, Texas",671462,violent_per_100k,473.742,3181
MDBPD00,2001,Baltimore,660826,violent_per_100k,2239.47,14799
MA01301,2001,Boston,591944,violent_per_100k,1243.53,7361
NY01401,2001,"Buffalo, N.Y.",293187,violent_per_100k,1265.063,3709
NC06001,2001,"Charlotte-Mecklenburg, N.C.",636459,violent_per_100k,1221.603,7775
ILCPD00,2001,Chicago,2910709,violent_per_100k,1601.259,46608
OHCIP00,2001,Cincinnati,331880,violent_per_100k,1207.364,4007
OHCLP00,2001,Cleveland,479263,violent_per_100k,1340.391,6424
OHCOP00,2001,"Columbus, Ohio",712748,violent_per_100k,897.372,6396
TXDPD00,2001,Dallas,1215553,violent_per_100k,1462.38,17776
CODPD00,2001,Denver,569653,violent_per_100k,539.627,3074
MI82349,2001,Detroit,956283,violent_per_100k,2190.46,20947
TX07102,2001,"El Paso, Texas",576453,violent_per_100k,760.86,4386
TX22012,2001,"Fort Worth, Texas",546828,violent_per_100k,706.621,3864
CA01005,2001,"Fresno, Calif.",435600,violent_per_100k,940.312,4096
HI00200,2001,Honolulu,885605,violent_per_100k,276.986,2453
TXHPD00,2001,Houston,1997965,violent_per_100k,1172.143,23419
INIPD00,2001,Indianapolis,798251,violent_per_100k,930.534,7428
FL01602,2001,"Jacksonville, Fla.",754679,violent_per_100k,978.959,7388
MOKPD00,2001,"Kansas City, Mo.",444267,violent_per_100k,1593.861,7081
NV00201,2001,Las Vegas,1117763,violent_per_100k,675.367,7549
CA01941,2001,"Long Beach, Calif.",470099,violent_per_100k,726.017,3413
CA01942,2001,Los Angeles,3763486,violent_per_100k,1388.154,52243
TNMPD00,2001,"Memphis, Tenn.",655898,violent_per_100k,1662.759,10906
AZ00717,2001,"Mesa, Ariz.",410026,violent_per_100k,613.62,2516
FL01306,2001,Miami,371863,violent_per_100k,1938.886,7210
WIMPD00,2001,Milwaukee,601229,violent_per_100k,908.639,5463
MN02711,2001,Minneapolis,386726,violent_per_100k,1060.441,4101
TN01901,2001,"Nashville, Tenn.",555059,violent_per_100k,1632.079,9059
LANPD00,2001,New Orleans,484289,violent_per_100k,1213.532,5877
NY03030,2001,New York City,8023018,violent_per_100k,849.718,68173
NJNPD00,2001,"Newark, N.J.",275823,violent_per_100k,1391.11,3837
CA00109,2001,"Oakland, Calif.",406908,violent_per_100k,1309.878,5330
OK05506,2001,Oklahoma City,507517,violent_per_100k,824.209,4183
NB02802,2001,"Omaha, Neb.",390456,violent_per_100k,693.548,2708
FL04804,2001,"Orlando, Fla.",190769,violent_per_100k,1931.656,3685
PAPEP00,2001,Philadelphia,1518302,violent_per_100k,1409.733,21404
AZ00723,2001,Phoenix,1366542,violent_per_100k,770.704,10532
PAPPD00,2001,Pittsburgh,341414,violent_per_100k,868.154,2964
OR02602,2001,"Portland, Ore.",537081,violent_per_100k,848.289,4556
NC09201,2001,"Raleigh, N.C.",280791,violent_per_100k,778.871,2187
CA03404,2001,"Sacramento, Calif.",414582,violent_per_100k,798.153,3309
UT01803,2001,Salt Lake City,184723,violent_per_100k,631.215,1166
TXSPD00,2001,San Antonio,1170622,violent_per_100k,815.464,9546
CA03711,2001,San Diego,1246136,violent_per_100k,594.237,7405
CA03801,2001,San Francisco,791168,violent_per_100k,857.466,6784
CA04313,2001,San Jose,913513,violent_per_100k,609.077,5564
WASPD00,2001,Seattle,572345,violent_per_100k,725.087,4150
MOSPD00,2001,"St. Louis, Mo.",350336,violent_per_100k,2187.614,7664
FL02902,2001,"Tampa, Fla.",311310,violent_per_100k,2125.213,6616
AZ01003,2001,"Tucson, Ariz.",503461,violent_per_100k,957.969,4823
OK07205,2001,"Tulsa, Okla.",394125,violent_per_100k,1153.695,4547
VA12800,2001,"Virginia Beach, Va.",431819,violent_per_100k,194.063,838
DCMPD00,2001,"Washington, D.C.",571822,violent_per_100k,1607.493,9192
KS08703,2001,"Wichita, Kan.",345081,violent_per_100k,707.95,2443
NM00101,2002,"Albuquerque, N.M.",457488,violent_per_100k,1068.662,4889
TX22001,2002,"Arlington, Texas",347789,violent_per_100k,633.143,2202
GAAPD00,2002,Atlanta,435494,violent_per_100k,2289.125,9969
CO00101,2002,"Aurora, Colo.",289584,violent_per_100k,630.905,1827
TX22701,2002,"Austin, Texas",685784,violent_per_100k,467.057,3203
MDBPD00,2002,Baltimore,671028,violent_per_100k,2054.907,13789
MA01301,2002,Boston,596444,violent_per_100k,1166.245,6956
NY01401,2002,"Buffalo, N.Y.",295441,violent_per_100k,1271.658,3757
NC06001,2002,"Charlotte-Mecklenburg, N.C.",646864,violent_per_100k,1172.271,7583
ILCPD00,2002,Chicago,2938299,violent_per_100k,1565.021,45985
OHCIP00,2002,Cincinnati,333273,violent_per_100k,1275.231,4250
OHCLP00,2002,Cleveland,481274,violent_per_100k,1322.324,6364
OHCOP00,2002,"Columbus, Ohio",715739,violent_per_100k,908.013,6499
TXDPD00,2002,Dallas,1241481,violent_per_100k,1370.782,17018
CODPD00,2002,Denver,581105,violent_per_100k,534.155,3104
MI82349,2002,Detroit,961987,violent_per_100k,2072.793,19940
TX07102,2002,"El Paso, Texas",588750,violent_per_100k,661.062,3892
TX22012,2002,"Fort Worth, Texas",558493,violent_per_100k,759.723,4243
CA01005,2002,"Fresno, Calif.",443363,violent_per_100k,852.575,3780
HI00200,2002,Honolulu,900433,violent_per_100k,288.861,2601
TXHPD00,2002,Houston,2040583,violent_per_100k,1223.082,24958
INIPD00,2002,Indianapolis,804034,violent_per_100k,935.035,7518
FL01602,2002,"Jacksonville, Fla.",769253,violent_per_100k,915.564,7043
MOKPD00,2002,"Kansas City, Mo.",447650,violent_per_100k,1352.396,6054
NV00201,2002,Las Vegas,1153546,violent_per_100k,778.556,8981
CA01941,2002,"Long Beach, Calif.",478478,violent_per_100k,757.82,3626
CA01942,2002,Los Angeles,3830561,violent_per_100k,1349.541,51695
TNMPD00,2002,"Memphis, Tenn.",662441,violent_per_100k,1572.366,10416
AZ00717,2002,"Mesa, Ariz.",421547,violent_per_100k,684.858,2887
FL01306,2002,Miami,379044,violent_per_100k,1906.903,7228
WIMPD00,2002,Milwaukee,605600,violent_per_100k,954.756,5782
MN02711,2002,Minneapolis,390415,violent_per_100k,1056.056,4123
TN01901,2002,"Nashville, Tenn.",560596,violent_per_100k,1549.066,8684
LANPD00,2002,New Orleans,486157,violent_per_100k,937.146,4556
NY03030,2002,New York City,8084693,violent_per_100k,789.628,63839
NJNPD00,2002,"Newark, N.J.",279269,violent_per_100k,1143.342,3193
CA00109,2002,"Oakland, Calif.",414161,violent_per_100k,1366.86,5661
OK05506,2002,Oklahoma City,512448,violent_per_100k,822.327,4214
NB02802,2002,"Omaha, Neb.",394090,violent_per_100k,717.856,2829
FL04804,2002,"Orlando, Fla.",194454,violent_per_100k,1861.109,3619
PAPEP00,2002,Philadelphia,1524226,violent_per_100k,1315.881,20057
AZ00723,2002,Phoenix,1404938,violent_per_100k,727.648,10223
PAPPD00,2002,Pittsburgh,342529,violent_per_100k,1107.643,3794
OR02602,2002,"Portland, Ore.",544604,violent_per_100k,828.492,4512
NC09201,2002,"Raleigh, N.C.",285383,violent_per_100k,688.899,1966
CA03404,2002,"Sacramento, Calif.",421971,violent_per_100k,840.579,3547
UT01803,2002,Salt Lake City,188504,violent_per_100k,656.75,1238
TXSPD00,2002,San Antonio,1195592,violent_per_100k,817.085,9769
CA03711,2002,San Diego,1268346,violent_per_100k,567.117,7193
CA03801,2002,San Francisco,805269,violent_per_100k,752.419,6059
CA04313,2002,San Jose,927821,violent_per_100k,445.56,4134
WASPD00,2002,Seattle,580089,violent_per_100k,705.409,4092
MOSPD00,2002,"St. Louis, Mo.",353004,violent_per_100k,2124.339,7499
FL02902,2002,"Tampa, Fla.",317322,violent_per_100k,1981.899,6289
AZ01003,2002,"Tucson, Ariz.",517607,violent_per_100k,909.764,4709
OK07205,2002,"Tulsa, Okla.",397953,violent_per_100k,1086.309,4323
VA12800,2002,"Virginia Beach, Va.",438175,violent_per_100k,219.091,960
DCMPD00,2002,"Washington, D.C.",570898,violent_per_100k,1595.556,9109
KS08703,2002,"Wichita, Kan.",347801,violent_per_100k,680.849,2368
NM00101,2003,"Albuquerque, N.M.",468764,violent_per_100k,946.958,4439
TX22001,2003,"Arlington, Texas",355385,violent_per_100k,524.22,1863
GAAPD00,2003,Atlanta,431043,violent_per_100k,1969.641,8490
CO00101,2003,"Aurora, Colo.",288830,violent_per_100k,588.582,1700
TX22701,2003,"Austin, Texas",682319,violent_per_100k,462.101,3153
MDBPD00,2003,Baltimore,644554,violent_per_100k,1734.998,11183
MA01301,2003,Boston,589795,violent_per_100k,1216.185,7173
NY01401,2003,"Buffalo, N.Y.",288187,violent_per_100k,1361.616,3924
NC06001,2003,"Charlotte-Mecklenburg, N.C.",668003,violent_per_100k,1076.941,7194
ILCPD00,2003,Chicago,2898374,violent_per_100k,1362.247,39483
OHCIP00,2003,Cincinnati,324297,violent_per_100k,1127.362,3656
OHCLP00,2003,Cleveland,468446,violent_per_100k,1323.525,6200
OHCOP00,2003,"Columbus, Ohio",726151,violent_per_100k,855.883,6215
TXDPD00,2003,Dallas,1230302,violent_per_100k,1370.802,16865
CODPD00,2003,Denver,565905,violent_per_100k,623.956,3531
MI82349,2003,Detroit,927766,violent_per_100k,2018.181,18724
TX07102,2003,"El Paso, Texas",586392,violent_per_100k,597.211,3502
TX22012,2003,"Fort Worth, Texas",576339,violent_per_100k,650.832,3751
CA01005,2003,"Fresno, Calif.",449898,violent_per_100k,779.065,3505
HI00200,2003,Honolulu,905301,violent_per_100k,287.86,2606
TXHPD00,2003,Houston,2041081,violent_per_100k,1175.26,23988
INIPD00,2003,Indianapolis,800167,violent_per_100k,883.191,7067
FL01602,2003,"Jacksonville, Fla.",776417,violent_per_100k,866.673,6729
MOKPD00,2003,"Kansas City, Mo.",445965,violent_per_100k,1379.256,6151
NV00201,2003,Las Vegas,1189388,violent_per_100k,769.976,9158
CA01941,2003,"Long Beach, Calif.",477368,violent_per_100k,749.736,3579
CA01942,2003,Los Angeles,3838838,violent_per_100k,1271.843,48824
KY05680,2003,"Louisville, Ky.",623771,violent_per_100k,532.728,3323
TNMPD00,2003,"Memphis, Tenn.",653858,violent_per_100k,1577.101,10312
AZ00717,2003,"Mesa, Ariz.",436569,violent_per_100k,537.372,2346
FL01306,2003,Miami,381651,violent_per_100k,1875.273,7157
WIMPD00,2003,Milwaukee,594269,violent_per_100k,890.169,5290
MN02711,2003,Minneapolis,378602,violent_per_100k,1193.073,4517
TN01901,2003,"Nashville, Tenn.",554888,violent_per_100k,1501.564,8332
LANPD00,2003,New Orleans,475128,violent_per_100k,967.318,4596
NY03030,2003,New York City,8098066,violent_per_100k,734.101,59448
NJNPD00,2003,"Newark, N.J.",278551,violent_per_100k,980.431,2731
CA00109,2003,"Oakland, Calif.",407003,violent_per_100k,1379.105,5613
OK05506,2003,Oklahoma City,521681,violent_per_100k,889.816,4642
NB02802,2003,"Omaha, Neb.",401692,violent_per_100k,653.984,2627
FL04804,2003,"Orlando, Fla.",197268,violent_per_100k,1684.003,3322
PAPEP00,2003,Philadelphia,1495903,violent_per_100k,1378.432,20620
AZ00723,2003,Phoenix,1403228,violent_per_100k,692.831,9722
PAPPD00,2003,Pittsburgh,335302,violent_per_100k,1061.431,3559
OR02602,2003,"Portland, Ore.",545271,violent_per_100k,813.54,4436
NC09201,2003,"Raleigh, N.C.",310157,violent_per_100k,646.124,2004
CA03404,2003,"Sacramento, Calif.",439811,violent_per_100k,777.607,3420
UT01803,2003,Salt Lake City,184022,violent_per_100k,704.264,1296
TXSPD00,2003,San Antonio,1212789,violent_per_100k,597.961,7252
CA03711,2003,San Diego,1272746,violent_per_100k,578.749,7366
CA03801,2003,San Francisco,772065,violent_per_100k,741.518,5725
CA04313,2003,San Jose,909890,violent_per_100k,371.254,3378
WASPD00,2003,Seattle,576296,violent_per_100k,684.371,3944
MOSPD00,2003,"St. Louis, Mo.",340256,violent_per_100k,2181.887,7424
FL02902,2003,"Tampa, Fla.",320908,violent_per_100k,1786.493,5733
AZ01003,2003,"Tucson, Ariz.",514618,violent_per_100k,915.048,4709
OK07205,2003,"Tulsa, Okla.",393907,violent_per_100k,1092.644,4304
VA12800,2003,"Virginia Beach, Va.",439454,violent_per_100k,212.081,932
DCMPD00,2003,"Washington, D.C.",563384,violent_per_100k,1568.912,8839
KS08703,2003,"Wichita, Kan.",356123,violent_per_100k,625.907,2229
NM00101,2004,"Albuquerque, N.M.",479074,violent_per_100k,985.234,4720
TX22001,2004,"Arlington, Texas",360970,violent_per_100k,524.42,1893
GAAPD00,2004,Atlanta,430066,violent_per_100k,1841.81,7921
CO00101,2004,"Aurora, Colo.",293655,violent_per_100k,592.192,1739
TX22701,2004,"Austin, Texas",683298,violent_per_100k,525.1,3588
MDBPD00,2004,Baltimore,634279,violent_per_100k,1839.411,11667
MA01301,2004,Boston,580087,violent_per_100k,1192.407,6917
NY01401,2004,"Buffalo, N.Y.",285567,violent_per_100k,1332.087,3804
NC06001,2004,"Charlotte-Mecklenburg, N.C.",661883,violent_per_100k,1099.137,7275
ILCPD00,2004,Chicago,2882746,violent_per_100k,1278.746,36863
OHCIP00,2004,Cincinnati,318005,violent_per_100k,1153.441,3668
OHCLP00,2004,Cleveland,462260,violent_per_100k,1299.485,6007
OHCOP00,2004,"Columbus, Ohio",729911,violent_per_100k,813.661,5939
TXDPD00,2004,Dallas,1228613,violent_per_100k,1315.711,16165
CODPD00,2004,Denver,563688,violent_per_100k,796.54,4490
MI82349,2004,Detroit,914353,violent_per_100k,1740.356,15913
TX07102,2004,"El Paso, Texas",593924,violent_per_100k,545.861,3242
TX22012,2004,"Fort Worth, Texas",594950,violent_per_100k,636.02,3784
CA01005,2004,"Fresno, Calif.",456663,violent_per_100k,765.554,3496
HI00200,2004,Honolulu,906589,violent_per_100k,276.531,2507
TXHPD00,2004,Houston,2043446,violent_per_100k,1146.446,23427
INIPD00,2004,Indianapolis,800589,violent_per_100k,882.725,7067
FL01602,2004,"Jacksonville, Fla.",790972,violent_per_100k,825.946,6533
MOKPD00,2004,"Kansas City, Mo.",446659,violent_per_100k,1443.831,6449
NV00201,2004,Las Vegas,1239805,violent_per_100k,789.076,9783
CA01941,2004,"Long Beach, Calif.",480945,violent_per_100k,780.755,3755
CA01942,2004,Los Angeles,3864018,violent_per_100k,1107.293,42786
KY05680,2004,"Louisville, Ky.",624697,violent_per_100k,525.055,3280
TNMPD00,2004,"Memphis, Tenn.",652526,violent_per_100k,1546.758,10093
AZ00717,2004,"Mesa, Ariz.",445006,violent_per_100k,561.79,2500
FL01306,2004,Miami,385186,violent_per_100k,1677.371,6461
WIMPD00,2004,Milwaukee,590874,violent_per_100k,784.77,4637
MN02711,2004,Minneapolis,376255,violent_per_100k,1256.063,4726
TN01901,2004,"Nashville, Tenn.",555134,violent_per_100k,1551.878,8615
LANPD00,2004,New Orleans,471057,violent_per_100k,948.293,4467
NY03030,2004,New York City,8101321,violent_per_100k,687.394,55688
NJNPD00,2004,"Newark, N.J.",279857,violent_per_100k,1024.452,2867
CA00109,2004,"Oakland, Calif.",403445,violent_per_100k,1276.754,5151
OK05506,2004,Oklahoma City,525094,violent_per_100k,822.9,4321
NB02802,2004,"Omaha, Neb.",406109,violent_per_100k,642.192,2608
FL04804,2004,"Orlando, Fla.",203764,violent_per_100k,1748.101,3562
PAPEP00,2004,Philadelphia,1484224,violent_per_100k,1408.278,20902
AZ00723,2004,Phoenix,1428973,violent_per_100k,662.364,9465
PAPPD00,2004,Pittsburgh,334231,violent_per_100k,1118.687,3739
OR02602,2004,"Portland, Ore.",543838,violent_per_100k,741.765,4034
NC09201,2004,"Raleigh, N.C.",321850,violent_per_100k,580.084,1867
CA03404,2004,"Sacramento, Calif.",450472,violent_per_100k,1050.01,4730
UT01803,2004,Salt Lake City,182768,violent_per_100k,727.151,1329
TXSPD00,2004,San Antonio,1235128,violent_per_100k,635.238,7846
